Date,Open,High,Low,Close,Adj Close,Volume,Day
2016-10-19,82.949997,83.050003,82.550003,82.93,76.703484,303200,666
2016-10-20,82.809998,83.419998,82.400002,82.43,76.24099,274900,667
2016-10-21,81.919998,82.980003,81.209999,82.900002,76.675713,263400,668
2016-10-24,83.879997,83.879997,83.099998,83.220001,76.971703,224900,669
2016-10-25,83.339996,83.57,82.800003,83.190002,76.943962,267800,670
2016-10-26,82.68,83.540001,82.68,82.93,76.703484,521000,671
2016-10-27,84.220001,84.220001,79.449997,79.599998,73.623497,1003900,672
2016-10-28,79.730003,79.860001,78.879997,78.949997,73.022301,647300,673
2016-10-31,79.540001,80.480003,79.400002,80.190002,74.169205,914200,674
2016-11-01,80.57,80.610001,78.919998,79.18,73.235023,524500,675
2016-11-02,79.040001,79.739998,78.769997,78.82,72.902031,542800,676
2016-11-03,79.089996,79.889999,78.959999,79.080002,73.14254,561200,677
2016-11-04,79.18,80.480003,79.18,79.370003,73.410759,544700,678
2016-11-07,80.5,81.150002,79.93,80.860001,74.788887,542200,679
2016-11-08,80.709999,81.959999,80.279999,81.080002,74.992363,452600,680
2016-11-09,80,81.940002,79.209999,81.790001,75.911194,645900,681
2016-11-10,82.209999,82.919998,80.879997,81.169998,75.335754,483100,682
2016-11-11,80.989998,81.690002,79.940002,80,74.249863,661400,683
2016-11-14,80.589996,80.760002,77.459999,77.559998,71.985237,837300,684
2016-11-15,77.050003,78.300003,76.639999,77.510002,71.938835,824800,685
2016-11-16,77.370003,78.980003,77.260002,77.93,72.328644,633900,686
2016-11-17,78.440002,79.669998,77.720001,79.5,73.785812,556800,687
2016-11-18,79.580002,79.949997,79.370003,79.690002,73.962135,557500,688
2016-11-21,80.239998,80.690002,80.010002,80.410004,74.630394,480300,689
2016-11-22,80.610001,80.800003,79.75,80.010002,74.259148,370800,690
2016-11-23,79.790001,80.209999,79.290001,80.190002,74.426231,363800,691
2016-11-25,80.269997,81,80.25,80.779999,74.973808,196700,692
2016-11-28,80.349998,80.93,80.190002,80.279999,74.50975,342300,693
2016-11-29,80.589996,81.190002,80.5,80.629997,74.834579,396300,694
2016-11-30,81.07,81.07,78.760002,78.800003,73.136124,982300,695
2016-12-01,78.75,79.260002,76.519997,77.139999,71.595436,1012700,696
2016-12-02,77.459999,79.360001,77.379997,79.330002,73.628029,593800,697
2016-12-05,79.809998,80.949997,79.809998,80.75,74.945946,496300,698
2016-12-06,80.82,81,78.800003,79.489998,73.776497,887600,699
2016-12-07,79.860001,80.870003,78.730003,80.760002,74.955238,541600,700
2016-12-08,80.650002,81.010002,79.889999,80.699997,74.899551,584100,701
2016-12-09,80.849998,81.760002,80.779999,81.459999,75.604927,375800,702
2016-12-12,81.25,81.32,80.239998,80.480003,74.695366,645900,703
2016-12-13,81.019997,81.830002,80.849998,81.040001,75.215103,794100,704
2016-12-14,81.129997,81.790001,79.419998,79.849998,74.110641,604700,705
2016-12-15,79.809998,81.269997,79.779999,80.540001,74.751045,637700,706
2016-12-16,80.809998,80.879997,79.860001,79.900002,74.157036,1208100,707
2016-12-19,79.779999,80.860001,79.779999,80.25,74.481895,433900,708
2016-12-20,80.139999,80.889999,79.93,80.739998,74.936661,866900,709
2016-12-21,80.639999,80.839996,79.599998,79.660004,73.934311,474900,710
2016-12-22,79.540001,79.769997,77.75,78.489998,72.848373,748400,711
2016-12-23,78.75,78.870003,78.209999,78.589996,72.941193,468800,712
2016-12-27,78.800003,79.330002,78.550003,78.849998,73.182533,456100,713
2016-12-28,78.870003,79.040001,78.139999,78.360001,72.727776,389600,714
2016-12-29,78.449997,78.82,78.010002,78.57,72.922638,456300,715
2016-12-30,78.739998,79.370003,78.349998,78.779999,73.117561,494700,716
2017-01-03,79.779999,79.790001,78.400002,78.709999,73.052567,646000,717
2017-01-04,79.080002,81.099998,79.080002,80.709999,74.908829,849200,718
2017-01-05,80.43,81.760002,80.43,81.639999,75.771988,557500,719
2017-01-06,81.790001,83.900002,81.790001,83.400002,77.405487,597800,720
2017-01-09,83.120003,83.519997,82.589996,82.68,76.737236,668100,721
2017-01-10,82.32,82.599998,81.089996,81.519997,75.660606,558900,722
2017-01-11,81.230003,81.559998,80.839996,81.519997,75.660606,365500,723
2017-01-12,81.139999,81.599998,79.889999,81.25,75.410011,403200,724
2017-01-13,81.75,82.739998,81.43,82.400002,76.477348,426500,725
2017-01-17,82.480003,82.730003,81.089996,81.099998,75.27079,502600,726
2017-01-18,81.720001,82.449997,80.379997,82.290001,76.375259,705200,727
2017-01-19,82.330002,82.620003,81.110001,81.160004,75.326492,499900,728
2017-01-20,81.480003,82.019997,81.32,81.75,75.874054,345200,729
2017-01-23,81.449997,82.239998,81.25,82.129997,76.226784,471500,730
2017-01-24,82.379997,82.75,81.529999,82.209999,76.30101,555000,731
2017-01-25,82.879997,83.110001,82.449997,82.720001,76.774361,473300,732
2017-01-26,82.639999,83.589996,81.989998,83.510002,77.507584,825600,733
2017-01-27,83.559998,83.830002,82.529999,82.760002,76.811501,509200,734
2017-01-30,82.379997,83.709999,81.32,83.610001,77.600395,485700,735
2017-01-31,83.639999,83.650002,82.440002,82.75,76.8022,523600,736
2017-02-01,83.199997,84.580002,82.620003,83.75,77.730347,1071300,737
2017-02-02,85.220001,90.849998,84.690002,88.910004,82.51944,1723300,738
2017-02-03,89.970001,93.699997,89.970001,91.650002,85.062492,1640400,739
2017-02-06,91.760002,93.510002,91.650002,93.07,86.380432,1481800,740
2017-02-07,93.669998,94.800003,92.330002,92.650002,85.990616,921600,741
2017-02-08,92.510002,93.169998,91.970001,92.610001,85.953506,580600,742
2017-02-09,92.610001,93.32,90.160004,90.330002,83.837379,1591200,743
2017-02-10,90.879997,92.389999,90.419998,91.220001,84.663414,1110900,744
2017-02-13,91.629997,92.93,91.480003,92.790001,86.120567,637100,745
2017-02-14,92.699997,96.330002,92.519997,93.949997,87.197174,2281600,746
2017-02-15,93.980003,95.080002,93.260002,94.580002,88.044319,799600,747
2017-02-16,94.68,95.5,93.559998,94.199997,87.690575,481000,748
2017-02-17,93.690002,94.57,92.18,94.269997,87.755707,489200,749
2017-02-21,94.050003,95.279999,93.919998,94.519997,87.988441,622700,750
2017-02-22,94.139999,95.650002,94,94.949997,88.388718,534300,751
2017-02-23,94.870003,95.169998,93.970001,94.989998,88.425964,549500,752
2017-02-24,94.339996,95.720001,94.059998,95.540001,88.93795,501600,753
2017-02-27,95.43,95.760002,94.589996,95.529999,88.92865,445100,754
2017-02-28,95.459999,95.459999,94.010002,94.589996,88.053612,865600,755
2017-03-01,95.07,96.5,95.010002,95.879997,89.254478,840500,756
2017-03-02,96,96.040001,94.699997,94.949997,88.388718,634100,757
2017-03-03,94.970001,95.720001,94.949997,95.440002,88.844856,500500,758
2017-03-06,94.959999,95.239998,94.580002,94.75,88.202553,409900,759
2017-03-07,94.839996,95.480003,94.720001,95.449997,88.854172,454900,760
2017-03-08,95.800003,95.800003,94.419998,94.459999,87.932579,479100,761
2017-03-09,94.830002,95.120003,93.709999,94.440002,87.913971,457500,762
2017-03-10,94.599998,95.019997,94.099998,94.870003,88.314255,546200,763
2017-03-13,95.459999,95.730003,94.68,95.300003,88.714554,686100,764
2017-03-14,95.010002,96.760002,94.75,96.330002,89.67337,776500,765
2017-03-15,108.510002,109.290001,96.699997,99.309998,92.447456,7131300,766
2017-03-16,99.330002,99.760002,97.440002,97.669998,90.920776,1163600,767
2017-03-17,97.489998,98.080002,97.07,97.330002,90.604271,1185900,768
2017-03-20,97.279999,97.989998,96.290001,97.419998,90.688049,544600,769
2017-03-21,97.919998,98.370003,95.150002,95.550003,88.947273,620200,770
2017-03-22,95.809998,97.410004,95.059998,96.110001,89.468559,608300,771
2017-03-23,96.120003,98.25,95.959999,97.120003,90.408783,470500,772
2017-03-24,97.199997,98.459999,96.43,97.440002,90.706673,439600,773
2017-03-27,96.519997,97.239998,96.029999,96.620003,89.943336,458000,774
2017-03-28,96.610001,97.32,96.18,96.610001,89.934006,426900,775
2017-03-29,96.440002,96.82,96.099998,96.400002,89.738533,278700,776
2017-03-30,96.290001,96.910004,96.150002,96.709999,90.027107,194300,777
2017-03-31,96.559998,97.93,96.279999,97.190002,90.473961,428300,778
2017-04-03,97.470001,98.239998,96.349998,96.760002,90.073669,410400,779
2017-04-04,96.559998,97.25,95.93,96.589996,89.915382,570500,780
2017-04-05,97.040001,98.870003,96.660004,97.849998,91.088333,623100,781
2017-04-06,97.839996,97.959999,96.669998,97.790001,91.032478,303700,782
2017-04-07,97.349998,98.389999,96.940002,97.93,91.162804,544100,783
2017-04-10,97.5,98.339996,96.68,97.25,90.529816,299400,784
2017-04-11,97.230003,97.519997,95.010002,97.5,90.76252,610300,785
2017-04-12,97.300003,97.860001,96.32,97.309998,90.585648,385400,786
2017-04-13,97.110001,97.290001,95.849998,96.260002,89.608215,324800,787
2017-04-17,96.32,98,96.279999,97.989998,91.218674,293800,788
2017-04-18,97.849998,98.629997,97.160004,97.699997,90.948677,297200,789
2017-04-19,97.989998,98.510002,97.639999,98.150002,91.367615,313600,790
2017-04-20,98.599998,99.089996,98.139999,98.730003,91.907539,228600,791
2017-04-21,98.849998,99.169998,97.639999,98.029999,91.255905,246900,792
2017-04-24,99.410004,99.410004,97.790001,98.660004,91.842346,369300,793
2017-04-25,99.550003,100.230003,99.050003,99.449997,92.577766,321900,794
2017-04-26,99.5,99.830002,98.480003,99.620003,92.736023,376300,795
2017-04-27,99.910004,100.699997,99.720001,100.400002,93.462128,351000,796
2017-04-28,100.720001,100.769997,99.860001,100.32,93.387657,288400,797
2017-05-01,100.919998,101.620003,99.110001,100.629997,93.676224,309200,798
2017-05-02,100.720001,101.980003,100.220001,101.940002,94.895699,384100,799
2017-05-03,101.199997,101.889999,100.120003,101.410004,94.402344,707500,800
2017-05-04,101.209999,101.599998,96.389999,97.589996,90.846306,1024200,801
2017-05-05,97.839996,99.610001,96.739998,99.540001,92.66156,502600,802
2017-05-08,99.57,99.849998,97.059998,98.209999,91.423447,385500,803
2017-05-09,98.480003,98.900002,97.43,97.650002,90.902145,402100,804
2017-05-10,97.720001,98.339996,96.769997,98.269997,91.479294,485700,805
2017-05-11,98.019997,98.550003,97.419998,98.279999,91.488617,255800,806
2017-05-12,98.110001,98.970001,97.230003,97.769997,91.013863,302500,807
2017-05-15,98.129997,99.379997,97.870003,98.800003,91.972679,551800,808
2017-05-16,98.879997,98.910004,97.900002,98.150002,91.367615,396100,809
2017-05-17,97.870003,97.879997,96.32,97.019997,90.574066,460700,810
2017-05-18,96.940002,97.449997,96.120003,97.260002,90.798141,490400,811
2017-05-19,97.610001,99.129997,97.510002,98.879997,92.310493,283300,812
2017-05-22,99.050003,99.760002,98.410004,99.360001,92.758598,241000,813
2017-05-23,99.879997,99.879997,98.209999,98.910004,92.338509,253900,814
2017-05-24,99,100.150002,98.529999,100.010002,93.365433,226500,815
2017-05-25,100.199997,101.230003,99.910004,100.93,94.224312,221000,816
2017-05-26,100.629997,101.300003,100.279999,100.510002,93.832207,218500,817
2017-05-30,100.330002,101,99.82,100.07,93.421432,293400,818
2017-05-31,100.75,102.18,100.25,101.730003,94.971153,851400,819
2017-06-01,102.110001,104.059998,101.870003,104.019997,97.108994,349500,820
2017-06-02,103.970001,104.860001,103.480003,104.459999,97.519768,303000,821
2017-06-05,103.970001,105.400002,103.970001,104.589996,97.641113,272700,822
2017-06-06,104.199997,105.050003,103.800003,104.169998,97.249031,336200,823
2017-06-07,104.300003,104.860001,103.470001,103.93,97.025002,278900,824
2017-06-08,103.879997,104.370003,103.010002,103.599998,96.716911,230300,825
2017-06-09,103.309998,104.540001,102.720001,104.019997,97.108994,250600,826
2017-06-12,103.900002,104.57,102.809998,103.82,96.922295,283700,827
2017-06-13,104.589996,105.980003,104.309998,105.900002,98.864105,239800,828
2017-06-14,105.900002,106.690002,105.019997,105.389999,98.38797,297300,829
2017-06-15,104.480003,105.75,104.370003,105.690002,98.66806,211200,830
2017-06-16,105.470001,105.910004,104.580002,105.620003,98.602715,719800,831
2017-06-19,106,106.800003,105.730003,106.169998,99.116173,449300,832
2017-06-20,106.080002,106.300003,103.129997,103.580002,96.698235,629400,833
2017-06-21,103.75,104.809998,101.349998,101.830002,95.064522,696600,834
2017-06-22,101.989998,103.559998,101.639999,103.330002,96.464851,692400,835
2017-06-23,103.910004,104.910004,102.720001,104.720001,97.762505,841200,836
2017-06-26,105,105.120003,103.220001,104.220001,97.2957,314500,837
2017-06-27,104.339996,104.339996,102.610001,102.690002,95.867371,237700,838
2017-06-28,103.379997,105.360001,103.190002,105,98.02388,284700,839
2017-06-29,105.059998,105.059998,103.779999,104.07,97.155685,361200,840
2017-06-30,104.699997,104.709999,102.949997,102.989998,96.147438,305600,841
2017-07-03,103.440002,103.82,102.540001,102.790001,95.960709,193900,842
2017-07-05,103.059998,103.410004,102.650002,103.080002,96.231468,388900,843
2017-07-06,102.540001,103.349998,100.839996,102.279999,95.484627,684100,844
2017-07-07,102.699997,103.220001,102.279999,102.540001,95.727333,428900,845
2017-07-10,102.75,103.690002,102.629997,102.989998,96.147438,517700,846
2017-07-11,103.730003,105.739998,103.160004,105.25,98.257286,737200,847
2017-07-12,105.739998,106.269997,103.800003,105.400002,98.397308,369300,848
2017-07-13,105.470001,106.25,104.379997,106.099998,99.050819,545700,849
2017-07-14,106.110001,108.199997,105.110001,107.449997,100.311111,316500,850
2017-07-17,107.349998,107.809998,106.769997,106.980003,99.87233,236700,851
2017-07-18,106.800003,107.459999,105.900002,106.980003,99.87233,313500,852
2017-07-19,107.300003,107.849998,106.900002,107.589996,100.441803,247900,853
2017-07-20,107.790001,108.269997,107.190002,107.400002,100.264442,139700,854
2017-07-21,107.169998,108.379997,107.120003,108.150002,100.964622,148500,855
2017-07-24,108.139999,109.220001,108.010002,108.980003,101.739487,276800,856
2017-07-25,109.599998,110.529999,109.25,110.260002,102.934433,544400,857
2017-07-26,110.739998,110.769997,110.120003,110.349998,103.018448,327700,858
2017-07-27,110.800003,110.800003,109.199997,109.809998,102.514336,430400,859
2017-07-28,109.75,110.580002,108.620003,110.370003,103.037132,305700,860
2017-07-31,110.5,110.589996,108.940002,108.949997,101.711456,312900,861
2017-08-01,109.440002,111.050003,108.839996,110.489998,103.149117,267600,862
2017-08-02,110.370003,110.639999,107.239998,108.650002,101.431412,357000,863
2017-08-03,109.699997,112.290001,107.57,111.709999,104.288078,391000,864
2017-08-04,112.5,113.379997,110.629997,111.169998,103.783966,505400,865
2017-08-07,111.160004,111.919998,110.849998,111.199997,103.811981,461400,866
2017-08-08,111.129997,111.18,109.790001,110.389999,103.055794,358200,867
2017-08-09,110.25,110.360001,109.010002,109.68,102.392944,387800,868
2017-08-10,109.440002,110.260002,107.129997,107.260002,100.133751,396600,869
2017-08-11,107.360001,108.019997,106.129997,107.129997,100.01236,529900,870
2017-08-14,108.199997,110.800003,107.339996,110.279999,102.953087,572600,871
2017-08-15,110.489998,110.779999,109.150002,109.269997,102.010201,260800,872
2017-08-16,109.720001,112.489998,109.400002,112.190002,105.101723,327700,873
2017-08-17,112.129997,112.639999,110.25,110.339996,103.368599,328800,874
2017-08-18,110.779999,111.5,110.050003,111.120003,104.099327,506100,875
2017-08-21,110.980003,111.900002,110.010002,110.32,103.349861,194000,876
2017-08-22,110.739998,113.360001,110.550003,112.970001,105.832428,384900,877
2017-08-23,112.400002,112.830002,111.559998,112.220001,105.129791,428800,878
2017-08-24,112.849998,112.949997,111.839996,112.019997,104.942429,340000,879
2017-08-25,112.389999,114.779999,112.25,114.260002,107.040909,416600,880
2017-08-28,114.470001,115.370003,113.410004,113.989998,106.787994,453700,881
2017-08-29,113.559998,114.860001,112.919998,113.080002,105.935478,333700,882
2017-08-30,112.980003,113.57,112.510002,112.989998,105.851151,210400,883
2017-08-31,113.269997,115.150002,112.870003,114.610001,107.36882,771700,884
2017-09-01,115.279999,115.769997,114.230003,115.449997,108.155754,333200,885
2017-09-05,115.160004,115.480003,112.860001,113.129997,105.982315,314300,886
2017-09-06,113.470001,113.75,111.449997,112.089996,105.008011,386200,887
2017-09-07,112.370003,114.120003,112.160004,114.019997,106.816071,337300,888
2017-09-08,113.620003,115.93,113.5,114.889999,107.631119,396300,889
2017-09-11,115.610001,115.980003,114.849998,115.769997,108.455513,332900,890
2017-09-12,116.25,118.059998,115.68,117.739998,110.301041,624700,891
2017-09-13,117.040001,117.139999,114.269997,114.290001,107.069023,373400,892
2017-09-14,114.300003,115.489998,111.660004,113.459999,106.291466,541300,893
2017-09-15,112.720001,113.709999,112.32,113.300003,106.141579,909300,894
2017-09-18,113.449997,114.410004,112.110001,113.150002,106.00106,459200,895
2017-09-19,113.400002,114.190002,113.120003,113.809998,106.619362,599200,896
2017-09-20,113.980003,114.970001,113.580002,114.290001,107.069023,451700,897
2017-09-21,114.370003,115.32,114.019997,115.300003,108.015198,276800,898
2017-09-22,115.169998,117.669998,115.169998,117.419998,110.001251,308600,899
2017-09-25,117.209999,117.209999,114.400002,116.010002,108.680336,323200,900
2017-09-26,116.18,116.870003,115.190002,115.190002,107.912163,232000,901
2017-09-27,115.940002,116.389999,114.550003,115.760002,108.446152,298000,902
2017-09-28,115.620003,116.980003,115.25,116.970001,109.579704,307300,903
2017-09-29,116.980003,118.589996,116.529999,116.900002,109.514137,503500,904
2017-10-02,117.620003,118.25,116.900002,116.980003,109.589073,606900,905
2017-10-03,116.980003,118.790001,116.949997,118.510002,111.022408,420300,906
2017-10-04,118.68,120.190002,118.120003,120.139999,112.549416,383300,907
2017-10-05,120.199997,121.099998,119.669998,121.099998,113.448769,332600,908
2017-10-06,121.199997,121.400002,120.360001,121.279999,113.617401,379200,909
2017-10-09,121.260002,121.790001,120.769997,121.540001,113.86097,342900,910
2017-10-10,121.540001,121.940002,120.559998,121.919998,114.216949,241900,911
2017-10-11,121.849998,122.269997,121.279999,121.879997,114.179474,344000,912
2017-10-12,122.080002,123.120003,121.900002,122.730003,114.975777,261700,913
2017-10-13,123.139999,123.18,122.010002,122.089996,114.376213,320500,914
2017-10-16,122.290001,124.510002,122.290001,123.480003,115.678375,849000,915
2017-10-17,123.349998,123.410004,122.059998,122.449997,114.713455,242300,916
2017-10-18,123.209999,123.489998,122.489998,122.589996,114.84462,328800,917
2017-10-19,122.040001,122.470001,121.199997,122,114.291893,371400,918
2017-10-20,123,123.389999,121.849998,122,114.291893,308400,919
2017-10-23,122.660004,122.739998,121.580002,121.699997,114.010864,309600,920
2017-10-24,122.160004,122.160004,120.300003,120.449997,112.839813,393000,921
2017-10-25,120.629997,120.82,118.300003,118.540001,111.050491,494700,922
2017-10-26,119.110001,120.919998,118.730003,120.25,112.652466,1003200,923
2017-10-27,121.129997,121.129997,119.279999,120,112.418266,529700,924
2017-10-30,119.269997,119.639999,117.43,117.650002,110.216751,450300,925
2017-10-31,116.959999,118.139999,116.669998,117.360001,109.945045,877900,926
2017-11-01,118.209999,119.489998,117.279999,117.589996,110.16053,548300,927
2017-11-02,116.410004,127.230003,115.169998,125.419998,117.495804,739800,928
2017-11-03,125.970001,127.050003,122.519997,126.040001,118.076645,571400,929
2017-11-06,126.529999,127.779999,126,127.699997,119.631767,723500,930
2017-11-07,127.589996,128,125.599998,125.980003,118.020432,262100,931
2017-11-08,126.230003,127.639999,126.169998,127.099998,119.069679,228200,932
2017-11-09,126.480003,127.949997,125.900002,127.879997,119.800392,308100,933
2017-11-10,127.709999,127.709999,124.870003,125.019997,117.121094,312100,934
2017-11-13,124.540001,125.870003,124.290001,125.459999,117.533287,350700,935
2017-11-14,124.93,126.470001,124.769997,125.120003,117.214767,452500,936
2017-11-15,124.260002,125.599998,123.800003,124.230003,116.380981,293200,937
2017-11-16,124.169998,126.730003,124.169998,125.379997,117.818703,409900,938
2017-11-17,124.839996,126.739998,124.839996,126.580002,118.946373,274600,939
2017-11-20,127.029999,128.320007,126.809998,127.190002,119.519585,240300,940
2017-11-21,128.570007,128.899994,126.919998,127.5,119.81089,437200,941
2017-11-22,127.690002,128.850006,126.400002,127.5,119.81089,304600,942
2017-11-24,128.020004,129.110001,127.5,128.899994,121.126442,95600,943
2017-11-27,129.089996,129.270004,128.410004,128.75,120.985504,281300,944
2017-11-28,129.419998,129.970001,128.669998,129.350006,121.549316,468800,945
2017-11-29,129.779999,129.910004,126.43,127.730003,120.027008,425300,946
2017-11-30,128.190002,129.199997,127.580002,128.699997,120.938507,481900,947
2017-12-01,128.649994,129.070007,126.330002,128.949997,121.173439,352600,948
2017-12-04,129.919998,130.580002,127.32,127.57,119.876671,597200,949
2017-12-05,127.709999,129.330002,127.410004,128.360001,120.619011,379200,950
2017-12-06,128.309998,129.559998,127.779999,128,120.280708,220500,951
2017-12-07,127.650002,129.25,127.279999,128.210007,120.478073,271400,952
2017-12-08,128.490005,128.779999,127.459999,127.709999,120.008217,324700,953
2017-12-11,127.620003,128.699997,127.440002,128.339996,120.600204,397300,954
2017-12-12,128.5,129.679993,127.580002,128,120.280708,1082700,955
2017-12-13,128.210007,128.699997,126.989998,127.290001,119.613548,734800,956
2017-12-14,127.029999,128.070007,126.93,127.550003,119.857903,370900,957
2017-12-15,128.110001,130.070007,127.32,127.93,120.214958,719300,958
2017-12-18,128.460007,128.869995,126.459999,127.279999,119.604149,768000,959
2017-12-19,127.419998,128.419998,126.440002,126.970001,119.312859,400900,960
2017-12-20,127.949997,129.460007,127.029999,128.160004,120.431091,354000,961
2017-12-21,128.509995,129.369995,128.149994,128.619995,120.863342,359800,962
2017-12-22,128.520004,128.520004,126.690002,128.330002,120.590813,228600,963
2017-12-26,127.910004,128.100006,125.150002,125.599998,118.025482,386500,964
2017-12-27,125.739998,126.470001,124.940002,125.470001,117.903313,568500,965
2017-12-28,125.800003,126.629997,124.080002,126.379997,118.75843,478700,966
2017-12-29,126.730003,127.540001,126.360001,126.540001,118.908775,315300,967
2018-01-02,127.510002,128.039993,126.510002,127.68,119.980034,562700,968
2018-01-03,128.100006,129.720001,128.100006,129.619995,121.803024,437200,969
2018-01-04,130.100006,132.490005,130.100006,131.660004,123.720032,461900,970
2018-01-05,131.789993,133.089996,131.539993,133.029999,125.007393,395800,971
2018-01-08,133.020004,133.869995,132.820007,133.210007,125.176552,216900,972
2018-01-09,133.580002,134.330002,132.889999,134.100006,126.012863,319600,973
2018-01-10,134.199997,134.199997,132.889999,133.75,125.683952,242000,974
2018-01-11,134.020004,135.240005,133.759995,134.759995,126.63308,480800,975
2018-01-12,135.320007,136.929993,135.059998,135.889999,127.694916,461300,976
2018-01-16,135.740005,136.770004,134.190002,134.330002,126.228958,265400,977
2018-01-17,135.119995,136.789993,135.119995,135.800003,127.610321,418800,978
2018-01-18,136.080002,137.710007,135.320007,136.820007,128.568848,331600,979
2018-01-19,137.339996,138.360001,137.220001,138.25,129.912582,216300,980
2018-01-22,138.270004,139.320007,137.350006,139.270004,130.871078,231800,981
2018-01-23,139.429993,140.369995,138.020004,140.100006,131.651047,221500,982
2018-01-24,140.559998,141,138.009995,138.070007,129.743439,365500,983
2018-01-25,139.050003,139.050003,137.190002,137.860001,129.546082,470000,984
2018-01-26,138.5,140.669998,137.169998,140.570007,132.092712,351400,985
2018-01-29,140.149994,141.949997,138,138.050003,129.724625,413400,986
2018-01-30,136.990005,139.5,135.520004,138.300003,129.959595,538900,987
2018-01-31,138.880005,139.820007,137.289993,139.229996,130.833481,747600,988
2018-02-01,143.75,149.149994,142,146.320007,137.495911,1160800,989
2018-02-02,146.949997,148.539993,142.320007,142.529999,133.934494,749900,990
2018-02-05,141.559998,142.679993,135.559998,135.679993,127.497574,677700,991
2018-02-06,132.929993,139.660004,131.990005,138.889999,130.513992,1200800,992
2018-02-07,138.690002,141.229996,137.240005,139.759995,131.331497,745400,993
2018-02-08,140.130005,140.740005,133.729996,133.809998,125.740356,1023200,994
2018-02-09,135.899994,137.479996,131.259995,136.479996,128.249329,849200,995
2018-02-12,137.889999,139.529999,136.190002,137.529999,129.235977,498600,996
2018-02-13,137.240005,141.300003,136.440002,140.589996,132.111465,569100,997
2018-02-14,140.059998,145.949997,139.360001,145.649994,136.866302,688400,998
2018-02-15,146.410004,149,144.100006,148.229996,139.65509,963500,999
2018-02-16,147.889999,148.160004,144.289993,145,136.611984,579200,1000
2018-02-20,143.759995,145.570007,143.610001,144.380005,136.027817,380800,1001
2018-02-21,144.389999,146.990005,142.660004,142.789993,134.529785,508400,1002
2018-02-22,143.779999,144.429993,142.5,142.869995,134.605148,375200,1003
2018-02-23,144.059998,145.160004,142.970001,144.990005,136.602478,294600,1004
2018-02-26,145.710007,146.460007,143.809998,144.419998,136.065506,414300,1005
2018-02-27,144.679993,145.419998,142.800003,142.839996,134.576904,465000,1006
2018-02-28,142.979996,145.509995,141.399994,141.520004,133.333237,532600,1007
2018-03-01,141.889999,143.880005,141.089996,142.649994,134.397858,504100,1008
2018-03-02,141.160004,143.720001,140.490005,143.320007,135.029099,480300,1009
2018-03-05,142.190002,147.449997,142.160004,145.929993,137.488129,633300,1010
2018-03-06,146.360001,149.029999,145.580002,148.990005,140.37114,524800,1011
2018-03-07,147.330002,148.860001,146.479996,148.300003,139.721024,553200,1012
2018-03-08,149.179993,150.580002,148.339996,150.580002,141.869125,444000,1013
2018-03-09,151.929993,154.360001,151.070007,153.119995,144.262238,664100,1014
2018-03-12,153.339996,154.470001,152.240005,154.050003,145.138412,611400,1015
2018-03-13,154.580002,155.020004,150.910004,151.639999,142.867798,587000,1016
2018-03-14,152.589996,154.990005,151.619995,154.429993,145.496429,901200,1017
2018-03-15,154.449997,155.440002,152.899994,154.949997,145.986343,475200,1018
2018-03-16,155.470001,155.940002,154.270004,154.979996,146.014603,1428000,1019
2018-03-19,154.179993,155.619995,153.429993,155.380005,146.391464,821400,1020
2018-03-20,155.529999,158.539993,155.059998,158.080002,148.935333,504900,1021
2018-03-21,158,159.330002,155.800003,158.259995,149.104858,1238100,1022
2018-03-22,156.880005,159.470001,155.929993,156.130005,147.098053,1155100,1023
2018-03-23,156.009995,157.710007,153.679993,154.070007,145.157257,1062200,1024
2018-03-26,156.399994,159.729996,156,158.669998,149.491135,1152500,1025
2018-03-27,159.979996,159.979996,153.5,154.039993,145.128998,902200,1026
2018-03-28,154.039993,154.160004,150.5,150.550003,141.840881,929200,1027
2018-03-29,149.339996,150.330002,146.550003,149.470001,140.823364,2122000,1028
2018-04-02,149.5,149.539993,144.149994,145.940002,137.497543,1133700,1029
2018-04-03,146.320007,146.850006,142.830002,145.710007,137.280914,22350100,1030
2018-04-04,144.25,148.160004,144.050003,146.699997,138.213593,2486300,1031
2018-04-05,147.729996,147.949997,146.279999,146.509995,138.034576,1022300,1032
2018-04-06,145.130005,147.160004,143.059998,144.050003,135.716919,1083600,1033
2018-04-09,145.110001,148.800003,145.009995,146.630005,138.147629,1211300,1034
2018-04-10,148.660004,149.449997,146.759995,149.050003,140.427628,860000,1035
2018-04-11,147.949997,149.449997,147.350006,148.25,139.67392,1075500,1036
2018-04-12,149.25,150.649994,148.889999,149.300003,140.663177,930200,1037
2018-04-13,150.419998,150.690002,146.830002,147.610001,139.070938,946900,1038
2018-04-16,149.009995,150.25,148.479996,149.179993,140.550125,890100,1039
2018-04-17,150.279999,150.899994,149.830002,150.119995,141.435745,470400,1040
2018-04-18,150.520004,151.240005,149.639999,150.429993,141.727783,610500,1041
2018-04-19,150.179993,150.830002,149.789993,150,141.322678,503500,1042
2018-04-20,150.130005,150.570007,148.630005,149.589996,140.936432,539200,1043
2018-04-23,150.070007,150.630005,149.350006,150,141.322678,524100,1044
2018-04-24,150.479996,151.410004,147.160004,147.690002,139.146332,533300,1045
2018-04-25,147.830002,149.350006,146.449997,149.210007,140.578369,717800,1046
